one_enum_param	orig_enum	tidied_enum	orig_matched_dist	matched_pref_dist	matched_text	matchType	id	prefLabel
int_wall_cond_enum	damaged	damaged	0.000	0.000	DAMAGED	PREF	http://purl.org/obo/owl/PATO#PATO_0001167	damaged
int_wall_cond_enum	needs repair	needs repair	0.239	0.000	NEEDS	PREF	http://doe-generated-ontology.com/OntoAD#C0027552	Needs
int_wall_cond_enum	new	new	0.000	0.000	NEW	PREF	http://www.limics.fr/ontologies/menelastop/new	new
int_wall_cond_enum	rupture	rupture	0.000	0.000	RUPTURE	PREF	http://purl.bioontology.org/ontology/LNC/LA7470-3	Rupture
int_wall_cond_enum	visible wear	visible wear	0.167	0.000	VISIBLE	PREF	http://purl.obolibrary.org/obo/FBcv_0000354	visible
investigation_type_enum	bacteria_archaea	bacteria archaea	0.116	0.000	BACTERIA 	PREF	http://purl.jp/bio/10/mccv#MCCV_000040	Bacteria 
investigation_type_enum	eukaryote	eukaryote	0.000	0.294	EUKARYOTE	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23530	Murine Eukaryotic Cells
investigation_type_enum	metagenome	metagenome	0.000	0.000	METAGENOME	PREF	http://phenomebrowser.net/ontologies/mesh/mesh.owl#G05.360.340.550	Metagenome
investigation_type_enum	metatranscriptome	metatranscriptome						
investigation_type_enum	mimag	mimag						
investigation_type_enum	mimarks-specimen	mimarks specimen	0.163	0.000	SPECIMEN	PREF	http://vocab.fairdatacollective.org/zonmw/project-content/10169	specimen
investigation_type_enum	mimarks-survey	mimarks survey	0.270	0.047	SURVEY	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#11936	surveys
investigation_type_enum	misag	misag						
investigation_type_enum	miuvig	miuvig						
investigation_type_enum	organelle	organelle	0.000	0.203	ORGANELLE	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13269	Cytoplasmic Organelle
investigation_type_enum	plasmid	plasmid	0.000	0.000	PLASMID	PREF	https://w3id.org/reproduceme#Plasmid	Plasmid
investigation_type_enum	virus	virus	0.000	0.000	VIRUS	PREF	http://www.limics.fr/ontologies/menelastop/virus	virus
lib_layout_enum	other	other						
lib_layout_enum	paired	paired	0.000	0.184	PAIRED	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48046	Pair
lib_layout_enum	single	single	0.000	0.000	SINGLE	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0205171	single
lib_layout_enum	vector	vector	0.000	0.000	VECTOR	PREF	https://identifiers.org/ito:ITO_01623	Vector
light_type_enum	desk lamp	desk lamp	0.333	0.000	DESK	PREF	http://purl.obolibrary.org/obo/ENVO_01000585	desk
light_type_enum	electric light	electric light	0.116	0.073	ELECTRIC	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61332	Electricity
light_type_enum	flourescent lights	flourescent lights	0.279	0.087	LIGHTS	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#7422	light
light_type_enum	natural light	natural light	0.000	0.368	NATURAL LIGHT	SYN	http://purl.obolibrary.org/obo/EO_0007196	light regimen
light_type_enum	none	none						
lithology_enum	Basement	Basement	0.000	0.665	BASEMENT	SYN	http://purl.jp/bio/11/meo/MEO_0000638	cellar
lithology_enum	Chalk	Chalk	0.000	0.689	CHALK	SYN	http://purl.obolibrary.org/obo/CHEBI_6809	methamphetamine
lithology_enum	Chert	Chert	0.000	0.000	CHERT	PREF	http://anzsoil.org/def/au/asls/land-surface/coarse-fragments-lithology-CH	Chert
lithology_enum	Coal	Coal	0.000	0.000	COAL	PREF	http://www.co-ode.org/ontologies/galen#Coal	Coal
lithology_enum	Conglomerate	Conglomerate	0.000	0.000	CONGLOMERATE	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#43364	conglomerate
lithology_enum	Diatomite	Diatomite	0.000	0.000	DIATOMITE	PREF	http://purl.obolibrary.org/obo/ENVO_01000962	diatomite
lithology_enum	Dolomite	Dolomite	0.000	0.000	DOLOMITE	PREF	http://purl.bioontology.org/ontology/RXNORM/23622	dolomite
lithology_enum	Limestone	Limestone	0.000	0.000	LIMESTONE	PREF	http://localhost/plosthes.2017-1#5158	Limestone
lithology_enum	other	other						
lithology_enum	Sandstone	Sandstone	0.000	0.000	SANDSTONE	PREF	http://purl.jp/bio/11/meo/MEO_0002111	sandstone
lithology_enum	Shale	Shale	0.000	0.000	SHALE	PREF	http://localhost/plosthes.2017-1#9379	Shale
lithology_enum	Siltstone	Siltstone	0.000	0.000	SILTSTONE	PREF	http://purl.jp/bio/11/meo/MEO_0002243	siltstone
lithology_enum	Volcanic	Volcanic						
mag_cov_software_enum	bbmap	bbmap						
mag_cov_software_enum	bowtie	bowtie	0.000	0.000	BOWTIE	PREF	http://www.bioassayontology.org/bao#BAO_0180021	Bowtie
mag_cov_software_enum	bwa	bwa	0.000	0.726	BWA	SYN	http://purl.obolibrary.org/obo/PR_Q9VIP7	alkaline ceramidase (fruit fly)
mag_cov_software_enum	other	other						
mech_struc_enum	boat	boat	0.000	0.592	BOAT	SYN	http://purl.obolibrary.org/obo/OGG_3000342371	ATXN1L
mech_struc_enum	bus	bus	0.000	0.000	BUS	PREF	http://www.co-ode.org/ontologies/galen#Bus	Bus
mech_struc_enum	car	car	0.000	0.680	CAR	SYN	http://identifiers.org/uniprot/Q14994	NR1I3_HUMAN
mech_struc_enum	carriage	carriage						
mech_struc_enum	coach	coach	0.000	0.000	COACH	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C157483	Coach
mech_struc_enum	elevator	elevator	0.000	0.000	ELEVATOR	PREF	http://www.projecthalo.com/aura#Elevator	Elevator
mech_struc_enum	escalator	escalator	0.000	0.182	ESCALATOR	SYN	http://id.nlm.nih.gov/mesh/D004607	Elevators
mech_struc_enum	subway	subway	0.000	0.660	SUBWAY	SYN	http://purl.bioontology.org/ontology/MESH/D011890	Railroads
mech_struc_enum	train	train	0.000	0.000	TRAIN	PREF	http://www.co-ode.org/ontologies/galen#Train	Train
occup_document_enum	automated count	automated count	0.000	0.000	AUTOMATED COUNT	PREF	http://purl.bioontology.org/ontology/HL7/C1441489	Automated count
occup_document_enum	estimate	estimate	0.000	0.000	ESTIMATE	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25498	Estimate
occup_document_enum	manual count	manual count	0.000	0.000	MANUAL COUNT	PREF	http://purl.bioontology.org/ontology/LNC/LP6377-8	Manual count
occup_document_enum	videos	videos	0.000	0.311	VIDEOS	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C127248	Used Quit Cigarette Smoking Videos
organism_count_enum	ATP	ATP	0.000	0.597	ATP	SYN	http://www.ncbi.nlm.nih.gov/gene/23972	3'-phosphoadenosine 5'-phosphosulfate synthase 2
organism_count_enum	MPN	MPN	0.000	0.680	MPN	SYN	http://purl.obolibrary.org/obo/PR_Q9BQR3	serine protease 27 (human)
organism_count_enum	other	other						
oxy_stat_samp_enum	aerobic	aerobic	0.000	0.000	AEROBIC	PREF	http://purl.org/obo/owl/PATO#PATO_0001455	aerobic
oxy_stat_samp_enum	anaerobic	anaerobic	0.000	0.000	ANAEROBIC	PREF	http://purl.jp/bio/11/meo/MEO_0000071	anaerobic
oxy_stat_samp_enum	other	other						
plant_growth_med_enum	other artificial liquid medium	other artificial liquid medium	0.219	0.000	ARTIFICIAL	PREF	http://purl.bioontology.org/ontology/SNMI/G-A246	Artificial
plant_growth_med_enum	other artificial solid medium	other artificial solid medium	0.245	0.000	ARTIFICIAL	PREF	http://purl.bioontology.org/ontology/SNMI/G-A246	Artificial
plant_growth_med_enum	peat moss	peat moss	0.000	0.000	PEAT MOSS	PREF	http://purl.jp/bio/4/id/200906089019603846	peat moss
plant_growth_med_enum	perlite	perlite	0.000	0.000	PERLITE	PREF	http://phenomebrowser.net/ontologies/mesh/mesh.owl#C003076	Perlite
plant_growth_med_enum	pumice	pumice	0.000	0.000	PUMICE	PREF	http://purl.bioontology.org/ontology/MESH/C005144	pumice
plant_growth_med_enum	sand	sand	0.000	0.000	SAND	PREF	http://purl.jp/bio/4/id/200906083527453983	sand
plant_growth_med_enum	soil	soil	0.000	0.000	SOIL	PREF	http://purl.obolibrary.org/obo/OMIT_0013874	Soil
plant_growth_med_enum	vermiculite	vermiculite	0.000	0.000	VERMICULITE	PREF	http://phenomebrowser.net/ontologies/mesh/mesh.owl#C003760	vermiculite
plant_growth_med_enum	water	water	0.000	0.000	WATER	PREF	http://purl.bioontology.org/ontology/RCD/XM0ll	Water
plant_sex_enum	Androdioecious	Androdioecious						
plant_sex_enum	Androecious	Androecious						
plant_sex_enum	Androgynomonoecious	Androgynomonoecious						
plant_sex_enum	Androgynous	Androgynous						
plant_sex_enum	Andromonoecious	Andromonoecious						
plant_sex_enum	Bisexual	Bisexual	0.000	0.117	BISEXUAL	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84364	Bisexuality
plant_sex_enum	Dichogamous	Dichogamous						
plant_sex_enum	Diclinous	Diclinous						
plant_sex_enum	Dioecious	Dioecious	0.000	0.000	DIOECIOUS	PREF	http://purl.jp/bio/10/mpo#MPO_11005	Dioecious
plant_sex_enum	Gynodioecious	Gynodioecious						
plant_sex_enum	Gynoecious	Gynoecious						
plant_sex_enum	Gynomonoecious	Gynomonoecious						
plant_sex_enum	Hermaphroditic	Hermaphroditic	0.000	0.000	HERMAPHRODITIC	PREF	http://purl.obolibrary.org/obo/ECOCORE_00000042	hermaphroditic
plant_sex_enum	Imperfect	Imperfect						
plant_sex_enum	Monoclinous	Monoclinous						
plant_sex_enum	Monoecious	Monoecious	0.000	0.000	MONOECIOUS	PREF	http://purl.jp/bio/10/mpo#MPO_11006	Monoecious
plant_sex_enum	Perfect	Perfect						
plant_sex_enum	Polygamodioecious	Polygamodioecious						
plant_sex_enum	Polygamomonoecious	Polygamomonoecious						
plant_sex_enum	Polygamous	Polygamous	0.000	0.000	POLYGAMOUS	PREF	http://purl.bioontology.org/ontology/HL7/C1551028	Polygamous
plant_sex_enum	Protandrous	Protandrous	0.000	0.000	PROTANDROUS	PREF	http://www.owl-ontologies.com/unnamed.owl#Protandrous	Protandrous
plant_sex_enum	Protogynous	Protogynous	0.000	0.000	PROTOGYNOUS	PREF	http://www.owl-ontologies.com/unnamed.owl#Protogynous	Protogynous
plant_sex_enum	Subandroecious	Subandroecious						
plant_sex_enum	Subdioecious	Subdioecious						
plant_sex_enum	Subgynoecious	Subgynoecious						
plant_sex_enum	Synoecious	Synoecious						
plant_sex_enum	Trimonoecious	Trimonoecious						
plant_sex_enum	Trioecious	Trioecious						
plant_sex_enum	Unisexual	Unisexual						
pred_genome_struc_enum	non-segmented	non segmented	0.374	0.293	NON	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25594	Negation
pred_genome_struc_enum	segmented	segmented	0.000	0.000	SEGMENTED	PREF	http://purl.bioontology.org/ontology/LNC/LP21076-2	Segmented
pred_genome_struc_enum	undetermined	undetermined	0.000	0.000	UNDETERMINED	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0205258	undetermined
pred_genome_type_enum	DNA	DNA	0.000	0.000	DNA	PREF	http://purl.bioontology.org/ontology/LNC/MTHU003299	DNA
pred_genome_type_enum	dsDNA	dsDNA	0.000	0.127	DSDNA	SYN	http://purl.obolibrary.org/obo/NCIT_C449	DNA
pred_genome_type_enum	dsRNA	dsRNA	0.000	0.460	DSRNA	SYN	http://purl.bioontology.org/ontology/SNMI/F-65B60	Ribonucleic acid, double stranded
pred_genome_type_enum	mixed	mixed	0.000	0.000	MIXED	PREF	http://purl.jp/bio/11/meo/MEO_0001503	mixed
pred_genome_type_enum	RNA	RNA	0.000	0.673	RNA	SYN	http://purl.obolibrary.org/obo/ARO_3000740	ribonucleic acid
pred_genome_type_enum	ssDNA	ssDNA	0.000	0.000	SSDNA	PREF	http://www.semanticweb.org/ontologies/2015/1/Ontology1423442513400.owl#ssDNA	ssDNA
pred_genome_type_enum	ssRNA	ssRNA	0.000	0.297	SSRNA	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C95939	Single-Stranded RNA
pred_genome_type_enum	ssRNA (+)	ssRNA (+)	0.202	0.297	SSRNA	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C95939	Single-Stranded RNA
pred_genome_type_enum	ssRNA (-)	ssRNA ( )	0.202	0.297	SSRNA	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C95939	Single-Stranded RNA
pred_genome_type_enum	uncharacterized	uncharacterized						
pres_animal_enum	cat	cat	0.000	0.289	CAT	SYN	http://purl.obolibrary.org/obo/FBbt_00001636	central anastomosing tract
pres_animal_enum	dog	dog	0.000	0.370	DOG	PREF	http://purl.obolibrary.org/obo/FOODON_03414847	obsolete: dog
pres_animal_enum	other;{integer}	other {integer}	0.133	0.000	INTEGER	PREF	http://purl.bioontology.org/ontology/npo#NPO_1986	integer
pres_animal_enum	rodent	rodent	0.000	0.119	RODENT	SYN	http://purl.bioontology.org/ontology/SNOMEDCT/388077003	Order Rodentia
pres_animal_enum	snake	snake	0.000	0.000	SNAKE	PREF	http://www.projecthalo.com/aura#Snake	Snake
profile_position_enum	backslope	backslope	0.000	0.000	BACKSLOPE	PREF	http://purl.obolibrary.org/obo/MVC_0000477	backslope
profile_position_enum	footslope	footslope	0.000	0.000	FOOTSLOPE	PREF	http://purl.obolibrary.org/obo/MVC_0000478	footslope
profile_position_enum	shoulder	shoulder	0.000	0.306	SHOULDER	SYN	http://purl.jp/bio/4/id/200906053241160320	shoulder (animal)
profile_position_enum	summit	summit	0.000	0.000	SUMMIT	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0331909	summit
profile_position_enum	toeslope	toeslope	0.000	0.000	TOESLOPE	PREF	http://purl.obolibrary.org/obo/MVC_0000481	toeslope
quad_pos_enum	East side	East side	0.000	0.000	EAST SIDE	PREF	http://purl.obolibrary.org/obo/GAZ_00244258	East Side
quad_pos_enum	North side	North side	0.000	0.000	NORTH SIDE	PREF	http://purl.obolibrary.org/obo/GAZ_00244944	North Side
quad_pos_enum	South side	South side	0.000	0.000	SOUTH SIDE	PREF	http://purl.obolibrary.org/obo/GAZ_00244950	South Side
quad_pos_enum	West side	West side	0.000	0.000	WEST SIDE	PREF	http://purl.obolibrary.org/obo/GAZ_00270757	West Side
rel_samp_loc_enum	center of car	center of car	0.228	0.000	CENTER	PREF	http://purl.obolibrary.org/obo/GAZ_22224422	Center
rel_samp_loc_enum	edge of car	edge of car	0.368	0.236	EDGE	SYN	http://purl.bioontology.org/ontology/SNMI/G-A174	Along edge
rel_samp_loc_enum	under a seat	under a seat	0.293	0.000	SEAT	PREF	http://purl.obolibrary.org/obo/GSSO_010273	seat
rel_to_oxygen_enum	aerobe	aerobe	0.000	0.000	AEROBE	PREF	http://purl.jp/bio/10/mpo#MPO_04002	Aerobe
rel_to_oxygen_enum	anaerobe	anaerobe	0.000	0.000	ANAEROBE	PREF	http://purl.jp/bio/10/mpo#MPO_04003	Anaerobe
rel_to_oxygen_enum	facultative	facultative	0.000	0.000	FACULTATIVE	PREF	http://purl.obolibrary.org/obo/MVC_0000445	facultative
rel_to_oxygen_enum	microaerophilic	microaerophilic	0.000	0.000	MICROAEROPHILIC	PREF	http://purl.obolibrary.org/obo/MVC_0000485	microaerophilic
rel_to_oxygen_enum	microanaerobe	microanaerobe	0.000	0.000	MICROANAEROBE	PREF	http://purl.obolibrary.org/obo/MVC_0000486	microanaerobe
rel_to_oxygen_enum	obligate aerobe	obligate aerobe	0.000	0.000	OBLIGATE AEROBE	PREF	http://purl.obolibrary.org/obo/MVC_0000487	obligate aerobe
rel_to_oxygen_enum	obligate anaerobe	obligate anaerobe	0.000	0.000	OBLIGATE ANAEROBE	PREF	http://purl.obolibrary.org/obo/MVC_0000488	obligate anaerobe
room_condt_enum	damaged	damaged	0.000	0.000	DAMAGED	PREF	http://purl.org/obo/owl/PATO#PATO_0001167	damaged
room_condt_enum	needs repair	needs repair	0.239	0.000	NEEDS	PREF	http://doe-generated-ontology.com/OntoAD#C0027552	Needs
room_condt_enum	new	new	0.000	0.000	NEW	PREF	http://www.limics.fr/ontologies/menelastop/new	new
room_condt_enum	rupture	rupture	0.000	0.000	RUPTURE	PREF	http://purl.bioontology.org/ontology/LNC/LA7470-3	Rupture
room_condt_enum	visible signs of mold/mildew	visible signs of mold/mildew	0.261	0.000	VISIBLE	PREF	http://purl.obolibrary.org/obo/FBcv_0000354	visible
room_condt_enum	visible wear	visible wear	0.167	0.000	VISIBLE	PREF	http://purl.obolibrary.org/obo/FBcv_0000354	visible
room_connected_enum	attic	attic	0.000	0.532	ATTIC	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32533	Epitympanic Recess
room_connected_enum	bathroom	bathroom	0.000	0.000	BATHROOM	PREF	http://purl.bioontology.org/ontology/RCD/Ua00B	Bathroom
room_connected_enum	closet	closet	0.000	0.711	CLOSET	SYN	http://purl.obolibrary.org/obo/ENVO_01000595	cupboard
room_connected_enum	conference room	conference room	0.105	0.000	CONFERENCE	PREF	http://purl.jp/bio/4/id/200906023414298008	conference
room_connected_enum	elevator	elevator	0.000	0.000	ELEVATOR	PREF	http://www.projecthalo.com/aura#Elevator	Elevator
room_connected_enum	examining room	examining room	0.172	1.000	EXAMINING	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#29292	29292
room_connected_enum	hallway	hallway	0.000	0.000	HALLWAY	PREF	http://purl.bioontology.org/ontology/RCD/Xa2kt	Hallway
room_connected_enum	kitchen	kitchen	0.000	0.000	KITCHEN	PREF	http://purl.jp/bio/4/id/200906042389586847	kitchen
room_connected_enum	mail room	mail room	0.307	0.526	MAIL	SYN	http://identifiers.org/uniprot/Q9BYH8	IKBZ_HUMAN
room_connected_enum	office	office	0.000	0.000	OFFICE	PREF	http://purl.bioontology.org/ontology/RCD/X79rq	Office
room_connected_enum	stairwell	stairwell						
room_loc_enum	corner room	corner room	0.115	0.000	CORNER	PREF	http://purl.obolibrary.org/obo/HAO_0000223	corner
room_loc_enum	exterior wall	exterior wall	0.000	0.000	EXTERIOR WALL	PREF	http://purl.obolibrary.org/obo/ENVO_01000469	exterior wall
room_loc_enum	interior room	interior room	0.214	0.000	ROOM	PREF	http://vivoweb.org/ontology/core#Room	Room
room_samp_pos_enum	center	center	0.000	0.000	CENTER	PREF	http://purl.obolibrary.org/obo/GAZ_22224422	Center
room_samp_pos_enum	east corner	east corner	0.355	0.000	EAST	PREF	http://purl.obolibrary.org/obo/PATO_0045092	east
room_samp_pos_enum	north corner	north corner	0.142	0.000	NORTH	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45849	North
room_samp_pos_enum	northeast corner	northeast corner	0.119	0.000	NORTHEAST	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45853	Northeast
room_samp_pos_enum	northwest corner	northwest corner	0.119	0.000	NORTHWEST	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45854	Northwest
room_samp_pos_enum	south corner	south corner	0.329	0.000	SOUTH	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45850	South
room_samp_pos_enum	southeast corner	southeast corner	0.184	0.000	SOUTHEAST	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45855	Southeast
room_samp_pos_enum	southwest corner	southwest corner	0.184	0.000	SOUTHWEST	PREF	http://purl.obolibrary.org/obo/GAZ_00244547	Southwest
room_samp_pos_enum	west corner	west corner	0.355	0.000	WEST	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45852	West
room_type_enum	,restroom	 restroom	0.039	0.338	RESTROOM	SYN	http://purl.obolibrary.org/obo/ENVO_01000425	indoor toilet
room_type_enum	attic	attic	0.000	0.532	ATTIC	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32533	Epitympanic Recess
room_type_enum	auditorium	auditorium						
room_type_enum	bathroom	bathroom	0.000	0.000	BATHROOM	PREF	http://purl.bioontology.org/ontology/RCD/Ua00B	Bathroom
room_type_enum	cafe	cafe	0.000	0.000	CAFE	PREF	http://purl.bioontology.org/ontology/SNOMEDCT/257576005	Cafe
room_type_enum	closet	closet	0.000	0.711	CLOSET	SYN	http://purl.obolibrary.org/obo/ENVO_01000595	cupboard
room_type_enum	conference room	conference room	0.105	0.000	CONFERENCE	PREF	http://purl.jp/bio/4/id/200906023414298008	conference
room_type_enum	data center	data center	0.307	0.376	DATA	SYN	http://purl.obolibrary.org/obo/FBsp_00001914	Drosophila (Drosophila) atrata
room_type_enum	elevator	elevator	0.000	0.000	ELEVATOR	PREF	http://www.projecthalo.com/aura#Elevator	Elevator
room_type_enum	examining room	examining room	0.172	1.000	EXAMINING	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#29292	29292
room_type_enum	gymnasium	gymnasium	0.000	0.000	GYMNASIUM	PREF	http://purl.bioontology.org/ontology/SNOMEDCT/257620008	Gymnasium
room_type_enum	hallway	hallway	0.000	0.000	HALLWAY	PREF	http://purl.bioontology.org/ontology/RCD/Xa2kt	Hallway
room_type_enum	kitchen	kitchen	0.000	0.000	KITCHEN	PREF	http://purl.jp/bio/4/id/200906042389586847	kitchen
room_type_enum	laboratory_dry	laboratory dry	0.068	0.000	LABORATORY	PREF	http://hadatac.org/ont/vstoi#Laboratory	Laboratory
room_type_enum	laboratory_wet	laboratory wet	0.094	0.000	LABORATORY	PREF	http://hadatac.org/ont/vstoi#Laboratory	Laboratory
room_type_enum	lobby	lobby	0.000	0.163	LOBBY	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#7514	lobbying
room_type_enum	lockers	lockers						
room_type_enum	mail room	mail room	0.307	0.526	MAIL	SYN	http://identifiers.org/uniprot/Q9BYH8	IKBZ_HUMAN
room_type_enum	mechanical or electrical room	mechanical or electrical room	0.228	0.000	MECHANICAL	PREF	http://purl.bioontology.org/ontology/RCD/X907k	Mechanical
room_type_enum	natatorium	natatorium						
room_type_enum	open office	open office	0.272	0.000	OPEN	PREF	http://purl.obolibrary.org/obo/PATO_0000610	open
room_type_enum	private office	private office	0.239	0.000	PRIVATE	PREF	http://ontodm.com/OntoDT#OntoDT_0000027	private
room_type_enum	stairwell	stairwell						
room_type_enum	vestibule	vestibule	0.000	0.000	VESTIBULE	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#12982	vestibule
room_type_enum	warehouse	warehouse	0.000	1.000	WAREHOUSE	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#35114	35114
samp_capt_status_enum	active surveillance in response to an outbreak	active surveillance in response to an outbreak	0.152	0.452	ACTIVE SURVEILLANCE	SYN	http://purl.jp/bio/4/id/201206002370673238	PSA monitoring therapy
samp_capt_status_enum	active surveillance not initiated by an outbreak	active surveillance not initiated by an outbreak	0.165	0.452	ACTIVE SURVEILLANCE	SYN	http://purl.jp/bio/4/id/201206002370673238	PSA monitoring therapy
samp_capt_status_enum	farm sample	farm sample	0.225	0.667	FARM	SYN	http://id.nlm.nih.gov/mesh/D000072480	Vineyards
samp_capt_status_enum	market sample	market sample	0.157	0.000	MARKET	PREF	http://www.w3.org/2001/sw/hcls/ns/transmed/TMO_0028	market
samp_capt_status_enum	other	other						
samp_collection_point_enum	drilling rig	drilling rig	0.057	0.000	DRILLING	PREF	http://purl.obolibrary.org/obo/AGRO_00000413	drilling
samp_collection_point_enum	other	other						
samp_collection_point_enum	separator	separator	0.000	0.000	SEPARATOR	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0183212	separator
samp_collection_point_enum	storage tank	storage tank	0.000	0.000	STORAGE TANK	PREF	http://purl.bioontology.org/ontology/SNMI/A-93510	Storage tank
samp_collection_point_enum	test well	test well	0.262	1.000	TEST	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#32078	32078
samp_collection_point_enum	well	well						
samp_collection_point_enum	wellhead	wellhead						
samp_floor_enum	1st floor	1st floor	0.000	0.122	1ST FLOOR	SYN	http://purl.bioontology.org/ontology/RCD/Ua0xg	First floor
samp_floor_enum	2nd floor	2nd floor	0.000	0.147	2ND FLOOR	SYN	http://purl.bioontology.org/ontology/RCD/Ua0xh	Second floor
samp_floor_enum	basement	basement	0.000	0.665	BASEMENT	SYN	http://purl.jp/bio/11/meo/MEO_0000638	cellar
samp_floor_enum	lobby	lobby	0.000	0.163	LOBBY	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#7514	lobbying
samp_md_enum	DF	DF						
samp_md_enum	KB	KB						
samp_md_enum	MSL	MSL	0.000	0.355	MSL	SYN	http://purl.obolibrary.org/obo/MONDO_0007908	multiple symmetric lipomatosis
samp_md_enum	other	other						
samp_md_enum	RT	RT						
samp_subtype_enum	biofilm	biofilm	0.000	0.000	BIOFILM	PREF	http://purl.obolibrary.org/obo/BTO_0002690	biofilm
samp_subtype_enum	not applicable	not applicable	0.000	0.118	NOT APPLICABLE	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C123271	No Application Type
samp_subtype_enum	oil phase	oil phase	0.423	0.000	OIL	PREF	http://www.icn.ch/icnp#Oil	Oil
samp_subtype_enum	other	other						
samp_subtype_enum	water phase	water phase	0.192	0.000	WATER	PREF	http://purl.bioontology.org/ontology/RCD/XM0ll	Water
samp_type_enum	core	core	0.000	0.197	CORE	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49893	Core Device
samp_type_enum	coupon	coupon						
samp_type_enum	drill cuttings	drill cuttings	0.324	0.000	DRILL	PREF	http://purl.obolibrary.org/obo/ERO_0001833	drill
samp_type_enum	drilling fluid	drilling fluid	0.073	0.000	DRILLING	PREF	http://purl.obolibrary.org/obo/AGRO_00000413	drilling
samp_type_enum	fresh water	fresh water	0.000	0.000	FRESH WATER	PREF	http://phenomebrowser.net/ontologies/mesh/mesh.owl#G16.500.275.280	Fresh Water
samp_type_enum	injected water	injected water	0.237	0.000	WATER	PREF	http://purl.bioontology.org/ontology/RCD/XM0ll	Water
samp_type_enum	negative control	negative control	0.000	0.000	NEGATIVE CONTROL	PREF	http://purl.bioontology.org/ontology/LNC/LP70406-1	Negative control
samp_type_enum	other	other						
samp_type_enum	pigging debris	pigging debris	0.359	0.000	DEBRIS	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0440266	debris
samp_type_enum	piping section	piping section	0.161	0.565	PIPING	SYN	http://purl.allotrope.org/ontologies/equipment#AFE_0002153	plumbing system
samp_type_enum	positive control	positive control	0.000	0.000	POSITIVE CONTROL	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64356	Positive Control
samp_type_enum	procedural blank	procedural blank	0.333	0.000	BLANK	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0750479	blank
samp_type_enum	produced fluid	produced fluid	0.237	0.000	FLUID	PREF	http://purl.bioontology.org/ontology/LNC/MTHU004941	Fluid
samp_type_enum	produced water	produced water	0.000	0.000	PRODUCED WATER	PREF	http://purl.jp/bio/11/meo/MEO_0001191	produced water
samp_type_enum	rock trimmings	rock trimmings	0.441	0.000	ROCK	PREF	http://purl.obolibrary.org/obo/ENVO_00001995	rock
samp_type_enum	sea water	sea water	0.000	0.000	SEA WATER	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C1161329	sea water
samp_type_enum	solid deposit	solid deposit	0.122	0.317	SOLID	SYN	http://doe-generated-ontology.com/OntoAD#C0302909	solid substance
